company,lat,lon
KT,37.685657,126.771013
KT,37.69628824,126.7720059
KT,37.41933616,126.9891144
KT,37.43290595,126.9969538
KT,37.448377,126.9954044
KT,37.44838894,126.9954072
KT,37.42937011,126.9917929
KT,37.42798598,126.989678
KT,37.42424164,126.9937592
KT,37.42935892,126.9874905
KT,37.42935892,126.9874905
KT,37.4411953,126.9973558
KT,37.43897509,127.0057674
KT,37.42815214,127.0043701
KT,37.42639702,127.0018619
KT,37.42424164,126.9937592
KT,37.43345379,126.9984769
KT,37.42682929,126.9925614
KT,37.42682929,126.9925614
KT,37.42884419,127.0020111
KT,37.42733389,126.9930043
KT,37.43315088,126.9934557
KT,37.42666013,127.0010846
KT,37.4526708,127.028571
KT,37.46534265,126.8513152
KT,37.43407518,126.8847453
KT,37.4661036,126.8733969
KT,37.48860233,126.8625854
KT,37.48024508,126.8569341
KT,37.45584096,126.8784369
KT,37.49086811,126.8678958
KT,37.46466704,126.8747648
KT,37.43484553,126.8801929
KT,37.47397735,126.8566793
KT,37.49426492,127.3018399
KT,37.3044679,127.3312367
KT,37.46349637,127.2445932
KT,37.40897339,127.2535423
KT,37.3509509,127.3521899
KT,37.41053553,127.2528066
KT,37.59513618,127.1345258
KT,37.5962906,127.1345854
KT,37.6048327,127.1451161
KT,37.60423393,127.1425782
KT,37.60509139,127.1457599
KT,37.58632579,127.1455738
KT,37.57439331,127.1331256
KT,37.36206371,126.9279224
KT,37.35360715,126.9456871
KT,37.35360715,126.9456871
KT,37.34635084,126.9430831
KT,37.35373307,126.945204
KT,37.35978263,126.9346702
KT,37.3548515,126.9473513
KT,37.36540757,126.9394292
KT,37.3454023,126.9474994
KT,37.36416792,126.9330544
KT,37.3302532,126.9153908
KT,37.32912671,126.9184082
KT,37.36416792,126.9330544
KT,37.37334696,126.9385603
KT,37.36999559,126.9327557
KT,37.36181981,126.9298777
KT,37.364565,126.917619
KT,37.35603325,126.9210474
KT,37.35107573,126.9294995
KT,37.36255,126.933203
KT,37.35845506,126.9390645
KT,37.35551063,126.9157791
KT,37.72388625,126.5528226
KT,37.73092418,126.5924749
KT,37.60323646,126.7709584
KT,37.60323646,126.7709584
KT,37.64909562,126.5825247
KT,37.6223,126.7226101
KT,37.68369386,126.6068816
KT,37.6417243,126.6583774
KT,37.6230672,126.7222783
KT,37.6268918,126.7102371
KT,37.64923112,126.582116
KT,37.64923112,126.582116
KT,37.6403685,126.5402502
KT,37.62943017,126.5890013
KT,37.74334826,126.6335739
KT,37.66504257,126.6598549
KT,37.72516149,126.6508324
KT,37.75052987,126.5379613
KT,37.64908253,126.5818811
KT,37.65631478,126.6245009
KT,37.65742433,126.6254925
KT,37.653233,126.629422
KT,37.75277707,126.5591848
KT,37.7170777,126.5525958
KT,37.646589,126.670189
KT,37.69172015,126.597397
KT,37.72004602,126.6313704
KT,37.7190708,126.6318289
KT,37.62755141,126.7027015
KT,37.6593597,126.6266524
KT,37.596105,127.336724
KT,37.596105,127.336724
KT,37.70225227,127.124636
KT,37.6987638,127.2045888
KT,37.65615127,127.3061023
KT,37.8966078,127.0518852
KT,37.9460734,127.0701442
KT,37.486273,126.819921
KT,37.4682437,126.7983167
KT,37.5294048,126.8120083
KT,37.5294443,126.7825484
KT,37.4978187,126.7978214
KT,37.4101602,127.1431372
KT,37.4120294,127.1267588
KT,37.3763258,127.1167061
KT,37.39733494,127.1294779
KT,37.371297,127.1221232
KT,37.369523,127.144409
KT,37.369523,127.144409
KT,37.357618,127.112387
KT,37.364342,127.106289
KT,37.3721322,127.1397586
KT,37.35297418,127.1056225
KT,37.367188,127.126711
KT,37.4053001,127.1342637
KT,37.34470509,127.1109242
KT,37.38210386,127.1509276
KT,37.37276723,127.1064089
KT,37.40779865,127.1411524
KT,37.4068304,127.1538439
KT,37.3541183,127.1111561
KT,37.3729042,127.1207141
KT,37.369523,127.144409
KT,37.369523,127.144409
KT,37.369523,127.144409
KT,37.4008856,127.0956738
KT,37.36858119,127.1158679
KT,37.369523,127.144409
KT,37.452663,127.1499254
KT,37.453813,127.159739
KT,37.4422895,127.1496871
KT,37.4503767,127.1458331
KT,37.4509506,127.1529767
KT,37.46150066,127.130443
KT,37.45811986,127.1625818
KT,37.4549288,127.1609466
KT,37.4445996,127.1430105
KT,37.44659054,127.143047
KT,37.441674,127.131951
KT,37.4331157,127.140546
KT,37.44462521,127.1580685
KT,37.41515347,127.1590458
KT,37.440016,127.166249
KT,37.4359902,127.1587448
KT,37.457341,127.164576
KT,37.4420437,127.1705953
KT,37.43356494,127.1342858
KT,37.4198931,127.1264067
KT,37.41988536,127.1264214
KT,37.433307,127.12963
KT,37.4459992,127.1686689
KT,37.42015,127.183149
KT,37.420836,127.183063
KT,37.420606,127.183084
KT,37.45731273,127.167621
KT,37.45601223,127.1646569
KT,37.455654,127.165695
KT,37.4420437,127.1705953
KT,37.4304959,127.1371553
KT,37.4304959,127.1371553
KT,37.4304959,127.1371553
KT,37.4304959,127.1371553
KT,37.432494,127.133851
KT,37.42782711,127.1494331
KT,37.4274462,127.1422162
KT,37.441756,127.1692747
KT,37.2511924,127.0232355
KT,37.263121,127.0229302
KT,37.25602013,127.0261023
KT,37.25625175,127.0361755
KT,37.250926,127.024913
KT,37.25669184,127.0348951
KT,37.23886746,126.9722176
KT,37.26377707,127.0223712
KT,37.26315494,126.9566694
KT,37.29936466,127.0466268
KT,37.2859662,127.0530308
KT,37.2726535,127.0421427
KT,37.27234801,127.0463801
KT,37.26575514,127.0485226
KT,37.26813796,127.0556494
KT,37.29581102,127.0362034
KT,37.2566,127.0738
KT,37.254254,127.076185
KT,37.25617104,127.0405491
KT,37.29130761,127.0059591
KT,37.2980564,127.0109772
KT,37.3010913,126.9798059
KT,37.3010913,126.9798059
KT,37.30903653,126.9973694
KT,37.281984,127.017002
KT,37.281984,127.017002
KT,37.299162,126.997302
KT,37.28373461,126.9860667
KT,37.281984,127.017002
KT,37.273898,127.034975
KT,37.2766666,127.0179831
KT,37.281984,127.017002
KT,37.281984,127.017002
KT,37.36857005,126.8134076
KT,37.44604195,126.7972902
KT,37.44534162,126.7966231
KT,37.3362825,126.7286249
KT,37.43840485,126.7849897
KT,37.35761022,126.7264439
KT,37.36543005,126.7322811
KT,37.34681456,126.7402293
KT,37.2435357,126.5850923
KT,37.34160837,126.8256533
KT,37.3279102,126.7969581
KT,37.3320061,126.8021692
KT,37.32717486,126.8191109
KT,37.33222901,126.810645
KT,37.32065702,126.8111794
KT,37.33430573,126.8044561
KT,37.32212584,126.831565
KT,37.3483401,126.8044197
KT,37.3176754,126.8269902
KT,37.34160837,126.8256533
KT,37.30597236,126.9023076
KT,37.29620545,126.8723558
KT,37.31764886,126.844242
KT,37.3009783,126.8449019
KT,37.3130877,126.8697336
KT,37.0857827,127.2607577
KT,36.99224233,127.3149645
KT,36.97537714,127.2151068
KT,37.08141769,127.3852498
KT,36.94317955,127.2601272
KT,37.00018179,127.269965
KT,37.00052446,127.2714312
KT,37.39252314,126.9514545
KT,37.4919109,127.4890167
KT,37.49709402,127.4865455
KT,37.489381,127.492188
KT,37.491749,127.487853
KT,37.491749,127.487853
KT,37.491781,127.487606
KT,37.491781,127.487606
KT,37.4888361,127.4904668
KT,37.490334,127.508846
KT,37.545114,127.58419
KT,38.0299775,126.9173452
KT,38.0233652,127.0612435
KT,37.2802242,127.1151398
KT,37.3154171,127.1057968
KT,37.304704,127.0813358
KT,37.3206639,127.083534
KT,37.3203859,127.095985
KT,37.3294787,127.2422761
KT,37.3428115,126.9725077
KT,37.38729,126.981189
KT,37.342748,126.972481
KT,37.7762053,126.8510303
KT,37.7515434,126.7771845
KT,37.85613032,126.7857593
KT,37.8567076,126.7909979
KT,37.756308,126.7738979
KT,37.7567499,126.7741096
KT,37.8475404,126.8863096
KT,37.8306704,126.819981
KT,37.726782,126.7483081
KT,37.0727716,127.0633285
KT,37.0677478,127.0546768
KT,36.9857025,126.9319394
KT,37.0077181,126.9803544
KT,37.89594499,127.2122368
KT,37.8211445,127.1272435
KT,37.9234896,127.241614
KT,37.89594499,127.2122368
KT,37.961189,127.317272
KT,37.95841885,127.3181397
KT,37.888556,127.2006201
KT,37.99061661,127.1836945
KT,37.84854152,127.1862092
KT,37.82961629,127.137563
KT,37.54217126,127.1989279
KT,37.5366109,127.1709211
KT,37.5390473,127.2146567
KT,37.5400503,127.2007163
KT,37.1291446,126.9046066
KT,37.1281103,126.9301237
KT,37.20528895,127.0347588
KT,37.2067614,127.0785851
KT,34.8472987,128.5890544
KT,34.8871769,128.6086259
KT,34.8788833,128.6229868
KT,34.8940711,128.6862034
KT,34.884042,128.623263
KT,34.80527626,128.6950977
KT,34.80886274,128.6912548
KT,34.74199204,128.6626816
KT,34.8601859,128.7232393
KT,34.8758442,128.6268855
KT,34.8672912,128.7213375
KT,34.8207985,128.5059679
KT,34.8940111,128.6961005
KT,34.8966159,128.687522
KT,34.829669,128.703119
KT,34.8714165,128.7291065
KT,34.77783924,128.6402695
KT,35.762745,127.9932695
KT,35.7109755,128.014815
KT,35.6431294,127.9103049
KT,35.8052666,127.9177021
KT,35.6825553,127.9100393
KT,35.6865924,127.9095349
KT,35.6865924,127.9095349
KT,35.6865924,127.9095349
KT,35.6865924,127.9095349
KT,35.6865924,127.9095349
KT,35.6865924,127.9095349
KT,35.6776449,127.9231432
KT,35.6857842,127.9084186
KT,35.6878165,127.9038157
KT,35.814816,127.871431
KT,35.7775513,127.819174
KT,35.5665944,127.9260888
KT,35.5678142,127.925275
KT,35.7494452,127.8332626
KT,34.90792929,128.1516882
KT,34.97265768,128.3233885
KT,34.9730784,128.3221456
KT,34.9783027,128.3093774
KT,34.97713219,128.3230181
KT,34.9755461,128.3238622
KT,35.2022736,128.8073458
KT,35.2361402,128.8833969
KT,35.2134186,128.8706742
KT,35.2576205,128.9068237
KT,35.2614793,128.8775911
KT,35.2391555,128.8775758
KT,35.2283364,128.889197
KT,35.2283364,128.889197
KT,35.24604415,128.8689752
KT,35.2240187,128.8742845
KT,35.2340211,128.993415
KT,35.2505348,128.9096927
KT,35.3076808,128.9312534
KT,35.3422724,128.8461305
KT,35.1971333,128.7977431
KT,35.1776813,128.8060837
KT,35.248626,128.750847
KT,35.322375,128.8011483
KT,34.8326938,127.9029042
KT,34.8382746,127.8895916
KT,34.8374801,127.8925189
KT,34.8269516,127.9129416
KT,34.81707342,127.8781959
KT,34.841972,127.898488
KT,34.8388947,127.8911077
KT,34.8379362,127.8947077
KT,34.82984728,128.0320767
KT,34.84061267,127.8907254
KT,34.8163031,127.9336508
KT,34.71229336,128.0461885
KT,34.83010313,128.0023427
KT,34.7996269,127.9527872
KT,34.7998138,127.9531921
KT,34.774956,127.984871
KT,34.774901,127.984806
KT,34.86599286,127.8691225
KT,35.4929541,128.7507909
KT,35.4856185,128.7561277
KT,35.4868018,128.7548047
KT,35.4836569,128.7589623
KT,35.4883323,128.7581524
KT,35.4747785,128.7688626
KT,35.4798214,128.7631491
KT,35.05747598,127.9609347
KT,35.05557339,127.9589833
KT,34.93166636,128.0766472
KT,35.1412945,127.968548
KT,34.9256688,128.0744211
KT,35.0534078,128.07479
KT,35.1412945,127.968548
KT,34.935783,128.076504
KT,34.9305109,128.0754237
KT,35.0712152,128.0789564
KT,35.08223704,128.0865165
KT,35.0837835,128.0861276
KT,34.9532537,128.0772536
KT,34.93939044,128.0805484
KT,34.9692682,128.065394
KT,35.055842,127.958887
KT,34.9027291,128.0748948
KT,34.903495,128.074481
KT,34.925346,128.04574
KT,35.10965229,128.0852087
KT,35.3012224,127.9744129
KT,35.4155857,127.8734263
KT,35.4160103,127.884081
KT,35.4153983,127.8784472
KT,35.3306849,127.9260933
KT,35.4413553,127.859796
KT,35.2971015,127.8124742
KT,35.304074,127.7493098
KT,35.472429,127.960923
KT,35.3262269,129.0310529
KT,35.3389619,129.0279771
KT,35.3526162,129.0420331
KT,35.3260925,129.0240131
KT,35.3894721,129.1553096
KT,35.4885045,129.0917894
KT,35.3212764,128.2621744
KT,35.376384,128.232955
KT,35.317929,128.261821
KT,35.18055,128.065363
KT,35.2139416,128.147945
KT,35.17044,128.054226
KT,35.1794853,128.1172477
KT,35.1884012,128.1272971
KT,35.1861334,128.1248353
KT,35.171137,128.1516975
KT,35.2992382,128.1153662
KT,35.1977596,128.0905169
KT,35.1887696,128.270335
KT,35.172635,128.0592791
KT,35.1711419,128.2769668
KT,35.1801155,128.1100373
KT,35.19455,128.084148
KT,35.191677,128.082794
KT,35.1934145,128.082547
KT,35.2168244,128.1411478
KT,35.213783,128.1220241
KT,35.189665,128.1201691
KT,35.1901802,128.1272533
KT,35.6002474,128.3832056
KT,35.5309162,128.5017294
KT,35.5376854,128.4999653
KT,35.2145127,128.5852369
KT,35.206184,128.573514
KT,35.1848765,128.5577319
KT,35.153519,128.411154
KT,35.193431,128.559709
KT,35.2164828,128.5790011
KT,35.262259,128.5233788
KT,35.2401191,128.5875983
KT,35.2303743,128.5758707
KT,35.2216091,128.57919
KT,35.2086277,128.6972062
KT,35.2230464,128.6854684
KT,35.2175274,128.6919632
KT,35.2216901,128.6934241
KT,35.235857,128.6696284
KT,35.2351503,128.6710726
KT,35.2218296,128.69833
KT,35.2230464,128.6854684
KT,35.2053567,128.6271836
KT,35.2173861,128.6695284
KT,35.2086277,128.6972062
KT,35.2230464,128.6854684
KT,35.1661166,128.6154328
KT,35.216195,128.6873296
KT,35.2230464,128.6854684
KT,35.2230464,128.6854684
KT,35.2195365,128.6786743
KT,35.1996342,128.5960018
KT,35.2230464,128.6854684
KT,35.2230671,128.6854391
KT,35.2431917,128.6529476
KT,35.2439705,128.6841661
KT,35.263042,128.61637
KT,35.277156,128.700239
KT,35.2457899,128.6491752
KT,35.2432884,128.6417895
KT,35.2493424,128.646576
KT,35.242388,128.6820714
KT,35.299649,128.602683
KT,35.2793471,128.6914915
KT,35.2651857,128.6206449
KT,35.2361994,128.6895002
KT,35.252981,128.636968
KT,35.2325328,128.6505241
KT,35.1518241,128.6634226
KT,35.1498148,128.700266
KT,35.1333107,128.7103078
KT,35.1489934,128.6604182
KT,35.151183,128.6656727
KT,35.1113048,128.7495636
KT,35.151712,128.667232
KT,34.908318,128.313923
KT,34.882207,128.41954
KT,34.8310998,128.4155655
KT,34.8425629,128.4198113
KT,34.861794,128.424729
KT,34.8573229,128.4321649
KT,34.8569761,128.4255702
KT,34.7958315,128.3839973
KT,34.6365642,128.263932
KT,34.8383485,128.4132133
KT,34.8519145,128.4324144
KT,34.8370797,128.4136245
KT,34.8466986,128.4268201
KT,34.8469454,128.4175843
KT,34.8286695,128.4162225
KT,34.859901,128.4320273
KT,34.8034667,128.3957335
KT,34.842074,128.428521
KT,34.8594333,128.4325018
KT,34.7671064,128.5075999
KT,34.8596533,128.4285315
KT,34.8245654,128.4338218
KT,34.8267403,128.4328846
KT,34.8769713,128.4206931
KT,34.8452887,128.4246418
KT,34.8570453,128.429056
KT,35.0708725,127.7492091
KT,35.02123273,127.8175957
KT,34.94934708,127.8605211
KT,34.95083193,127.8585661
KT,35.11499559,127.8924905
KT,35.1194961,127.770244
KT,35.0826263,127.7375328
KT,35.04708012,127.8443856
KT,35.0669075,127.7526003
KT,35.0971304,127.8942874
KT,35.08238537,127.7767315
KT,35.0722407,127.7410353
KT,35.0722407,127.7410353
KT,35.2320506,127.6399769
KT,35.1505827,127.6756071
KT,35.289804,127.646205
KT,35.0268862,127.9041853
KT,35.03016547,127.9022491
KT,35.03036983,127.9038556
KT,35.0309372,127.9035869
KT,35.15580736,127.8001466
KT,35.2449905,127.7093962
KT,35.0722407,127.7410353
KT,35.06729,127.751383
KT,34.9827121,127.894834
KT,35.0707256,127.7508718
KT,35.0700164,127.7483848
KT,35.0708638,127.7482442
KT,35.181632,127.716729
KT,35.19180829,127.6245297
KT,35.18924542,127.625125
KT,35.10769077,127.8088061
KT,35.2772005,128.4064087
KT,35.2723465,128.4082042
KT,35.2615607,128.3450786
KT,35.2613025,128.3468553
KT,35.2724744,128.4067428
KT,35.3526757,128.4280885
KT,35.25719,128.442541
KT,35.30975,128.517145
KT,35.3088544,128.5173862
KT,35.2725591,128.4064797
KT,35.2776,128.411307
KT,35.27361,128.407319
KT,35.3968035,127.6630768
KT,35.5518192,127.635586
KT,35.6833381,127.6858895
KT,35.647616,127.695451
KT,35.522093,127.787838
KT,35.46608,127.792652
KT,35.56617426,127.7740044
KT,35.3768022,127.6628723
KT,35.6285486,127.8113273
KT,35.5206834,127.724959
KT,35.52204824,127.7878594
KT,35.5195406,127.731701
KT,35.519928,127.7263527
KT,35.519579,127.7266325
KT,35.5244966,127.7224312
KT,35.6259482,127.8137082
KT,35.4806182,127.7503498
KT,35.5649557,128.1598195
KT,35.546268,128.0797232
KT,35.546268,128.0797232
KT,35.575311,128.286194
KT,35.5488309,128.0709347
KT,35.5669086,128.162641
KT,35.8136554,128.7391272
KT,35.8193366,128.7542295
KT,35.8248923,128.743069
KT,35.8187484,128.7340303
KT,35.815905,128.769809
KT,35.913248,128.812993
KT,35.8180155,128.7486501
KT,35.81784741,128.7487573
KT,35.8163148,128.7592277
KT,35.82297804,128.7441961
KT,35.822707,128.7441
KT,35.822707,128.7441
KT,35.822707,128.7441
KT,35.8205942,128.7280644
KT,35.9099105,128.8149185
KT,35.8560544,129.224955
KT,35.844134,129.2158216
KT,35.8401573,129.207353
KT,35.8547216,129.222781
KT,35.84075624,129.2337337
KT,35.7751732,129.3005046
KT,35.7886378,129.328595
KT,35.78988218,129.3318914
KT,35.78988218,129.3318914
KT,35.7757953,129.3001147
KT,36.00377386,129.2514806
KT,35.99974194,129.2560274
KT,35.8421278,129.206258
KT,35.8866665,129.1769315
KT,35.7303216,128.2677644
KT,35.7306551,128.2680951
KT,36.2104646,128.3284805
KT,36.119336,128.372205
KT,36.1014185,128.3845065
KT,36.123662,128.3306271
KT,36.1400017,128.3459912
KT,36.0990913,128.4236401
KT,36.2436379,128.2999298
KT,36.118352,128.343274
KT,36.1199624,128.3459126
KT,36.2994907,128.3308009
KT,36.3014898,128.3285777
KT,36.1405236,128.3325462
KT,36.1356532,128.3308262
KT,36.260738,128.1974526
KT,36.2608512,128.1988476
KT,36.169656,128.434102
KT,36.1676617,128.4371606
KT,36.0997512,128.3578516
KT,36.11022799,128.3156615
KT,36.244261,128.2999426
KT,36.2426152,128.2990965
KT,36.1425497,128.3101988
KT,36.118413,128.34724
KT,36.13698,128.425796
KT,36.29564163,128.2787342
KT,36.131189,128.326131
KT,36.129442,128.332312
KT,36.103846,128.428587
KT,36.1059706,128.4184281
KT,36.0890034,128.3685521
KT,36.1394548,128.3459058
KT,36.106631,128.335126
KT,36.242921,128.572922
KT,36.1224579,128.7942509
KT,36.2356432,128.5669351
KT,36.2138395,128.1811886
KT,36.167723,128.186135
KT,36.119369,128.119609
KT,36.1192383,128.1191166
KT,36.11849,128.1257099
KT,36.1053866,128.1717388
KT,35.9174003,127.9691719
KT,36.180578,128.119042
KT,36.736779,128.11311
KT,36.733765,128.107932
KT,36.73307,128.108984
KT,36.5958925,128.2014435
